Number,Title,Author,State,CreatedAt,ClosedAt,Area,Type,Reactions,URL,Comments,Priority,Milestone
"21301","[Bug]: New database option is missing from context menu at Instance level","croblesm","OPEN","2026-02-20T22:56:50Z",,"Object Explorer","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21301","0","-1","February 2026 Release"
"21300","[Bug]: Server level create database","aasimkhan30","OPEN","2026-02-20T22:45:36Z",,"","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21300","0","-1","February 2026 Release"
"21295","[Bug]: Browse Azure not loading resource groups, locations, or servers","amthomas46","OPEN","2026-02-20T21:26:56Z",,"","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21295","0","-1",
"21280","[Bug]: Revert to old schema designer toolbar.","aasimkhan30","CLOSED","2026-02-19T22:40:46Z","2026-02-20T17:54:29Z","","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21280","0","-1","February 2026 Release"
"21279","[Feature Request]: Rename Profiler to Query Profiler","allancascante","CLOSED","2026-02-19T22:36:02Z","2026-02-20T17:54:42Z","","Feature Request","1","https://github.com/microsoft/vscode-mssql/issues/21279","0","-1","February 2026 Release"
"21277","Changelog updates for 1.40.0","Benjin","OPEN","2026-02-19T22:00:24Z",,"",,"0","https://github.com/microsoft/vscode-mssql/issues/21277","0","-1","February 2026 Release"
"21276","[Bug]: Resizing the text panel up/down causes the grid size to get locked","kburtram","CLOSED","2026-02-19T21:58:32Z","2026-02-20T18:38:10Z","Profiler","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21276","0","-1","March 2026 Release"
"21275","[Bug]: Changelog page doesn't scroll all the way down at different zoom levels","Benjin","OPEN","2026-02-19T21:54:02Z",,"","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21275","0","-1","February 2026 Release"
"21274","[Bug]: Query Profiler grid doesn't properly support multi-cell select","kburtram","CLOSED","2026-02-19T21:45:50Z","2026-02-20T20:19:02Z","Profiler","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21274","0","-1","March 2026 Release"
"21269","[Bug]: Backup Database default backup name should include backup type","laurenastrid1","OPEN","2026-02-19T18:37:10Z",,"Backup/Restore","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21269","0","-1","March 2026 Release"
"21264","[Bug]: Query results open in tab is broken.","aasimkhan30","CLOSED","2026-02-19T16:59:17Z","2026-02-19T18:52:17Z","","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21264","0","-1","February 2026 Release"
"21263","[Bug]: 'Save as CSV' has no line brakes","philipp-barnau","OPEN","2026-02-19T16:51:46Z",,"","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21263","0","-1",
"21262","Inconsistent behavior in working","Ndu3000","OPEN","2026-02-19T12:00:59Z",,"Query Editor","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21262","1","-1","March 2026 Release"
"21260","[Bug]: Global Search object list should sort by default","kburtram","OPEN","2026-02-19T03:18:44Z",,"","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21260","0","-1",
"21258","[Bug]: Backup dialog fails to load on Azure SQL","kburtram","OPEN","2026-02-19T02:39:05Z",,"Backup/Restore","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21258","0","-1","March 2026 Release"
"21254","[Task] Minor context menu organization for Feb features","Benjin","CLOSED","2026-02-19T00:05:26Z","2026-02-19T19:56:50Z","","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21254","0","-1","February 2026 Release"
"21252","[Bug]: Connecting to Fabric SQL instance in browser gives token error","kburtram","OPEN","2026-02-18T22:53:56Z",,"Connection","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21252","0","-1","March 2026 Release"
"21246","[Bug]: Flat File Import Database field should default correctly","laurenastrid1","OPEN","2026-02-18T20:55:50Z",,"Flat File Import","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21246","0","-1","March 2026 Release"
"21244","[Bug]: Changes in state provider exposing failing null checks.","aasimkhan30","CLOSED","2026-02-18T20:40:10Z","2026-02-18T22:01:19Z","","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21244","0","-1","February 2026 Release"
"21243","[Feature Request]: Add Export dialog","laurenastrid1","OPEN","2026-02-18T20:32:20Z",,"","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/21243","0","-1","Backlog"
"21242","[Feature Request]: Add Flat File Import","laurenastrid1","CLOSED","2026-02-18T20:30:57Z","2026-02-18T20:32:42Z","","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/21242","0","-1","February 2026 Release"
"21237","[Bug]: Restore Target Database should be editable","kburtram","CLOSED","2026-02-18T19:50:33Z","2026-02-19T23:59:47Z","Backup/Restore","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21237","3","-1","February 2026 Release"
"21235","[Bug]: Table Designer is failing to load","kburtram","CLOSED","2026-02-18T19:19:07Z","2026-02-19T00:32:34Z","Table Designer","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21235","3","-1","February 2026 Release"
"21233","[Bug]: Database Management keymap Ctrl+N should be `mssql.newQuery` instead of `mssql.objectExplorerNewQuery`","Benjin","CLOSED","2026-02-18T18:19:50Z","2026-02-18T23:06:41Z","","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21233","0","-1","February 2026 Release"
"21231","Update keymap download target","Benjin","CLOSED","2026-02-18T17:39:34Z","2026-02-20T17:55:08Z","Migration tool",,"0","https://github.com/microsoft/vscode-mssql/issues/21231","2","-1","February 2026 Release"
"21230","[Bug]: VS code lags a lot when running simple queries while using azure synapse analytics","SachiShrestha-bot","CLOSED","2026-02-18T16:20:09Z","2026-02-18T16:31:23Z","","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21230","0","-1",
"21227","[Feature Request]: debug step by step","MirkoFerioli","OPEN","2026-02-18T07:05:05Z",,"","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/21227","0","-1",
"21220","[Bug]: Add preview to profiler labels","allancascante","CLOSED","2026-02-17T23:34:26Z","2026-02-18T20:41:42Z","","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21220","0","-1","February 2026 Release"
"21217","[Bug]: Random SQLToolsService crash (Usually seen after hours of use)","samgusick","OPEN","2026-02-17T22:05:26Z",,"Language Service","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21217","0","-1",
"21201","[Bug]: FilteredBuffer improvements","allancascante","OPEN","2026-02-13T22:58:37Z",,"","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21201","0","-1","March 2026 Release"
"21197","[Bug]: Sql Projects - Visit all path resolutions and confirm they are cross-plat support","ssreerama","OPEN","2026-02-13T19:24:52Z",,"","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21197","0","-1","March 2026 Release"
"21196","[Feature Request]: MSSQL extension Query Histroy should be unlimited and searchable","Yeznick","OPEN","2026-02-13T09:49:49Z",,"","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/21196","0","-1",
"21190","[Bug]: SQL Database Project persistently asks if User wants to create a PublishProfile after deploy, even if one was used.","cjohnsto-nz","OPEN","2026-02-12T23:52:35Z",,"","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21190","0","-1",
"21163","[Bug]: SQL71561: Cross-project artifact references fail to resolve during build in VS Code SQL Database Projects","AdH-GW","OPEN","2026-02-11T16:06:28Z",,"SQL Project","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21163","0","-1","Backlog"
"21162","[Bug]: mssql extension v1.39.0 not activating in VS Code","praha-amvm","CLOSED","2026-02-11T11:51:51Z","2026-02-11T21:04:18Z","","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21162","2","-1",
"21161","[Bug]: An error occurred while retrieving rows: Byte array for Guid must be exactly 16 bytes long.","ByteJuggler","OPEN","2026-02-11T09:29:01Z",,"Query Editor","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21161","0","-1","Backlog"
"21160","[Bug]: Go to definition - ""No definition found for [object]""","AdamHolmstrom","CLOSED","2026-02-11T09:12:42Z","2026-02-11T21:02:28Z","","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21160","1","-1",
"21157","[Feature Request]: Publish SQL Database Projects Extension to Open VSX Registry","jasonhorner","CLOSED","2026-02-11T00:12:57Z","2026-02-11T21:07:52Z","","Feature Request","6","https://github.com/microsoft/vscode-mssql/issues/21157","2","-1",
"21156","[Bug]: SQL Database Projects generates invalid all-zeros ProjectGuid and modifies files without consent","keith-oak","OPEN","2026-02-11T00:08:42Z",,"SQL Project","Bug","1","https://github.com/microsoft/vscode-mssql/issues/21156","0","-1","Backlog"
"21152","[Bug]: Error when moving a .sql file from within a folder to the root of the project","Benjin","CLOSED","2026-02-10T20:00:26Z","2026-02-12T22:17:52Z","SQL Project","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21152","0","-1","February 2026 Release"
"21149","[Feature Request]: Support external configuration file for (connection) settings (`mssql.configPath`)","keen85","OPEN","2026-02-10T18:37:31Z",,"Connection","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/21149","0","-1","Backlog"
"21147","[GitHub Copilot - Bug | Feature request]: @mssql Copilot participant loses connection context after saving untitled SQL editor to disk","TLuquet-MAG","OPEN","2026-02-10T15:53:35Z",,"GitHub Copilot","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21147","1","-1","Backlog"
"21146","[Bug]: Cannot open Query History query","markalroberts","OPEN","2026-02-10T15:42:27Z",,"Query History","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21146","0","-1","Backlog"
"21145","[Bug]: SQL Database Project: duplicate creation of constraints","TheGongoDev82","OPEN","2026-02-10T14:09:13Z",,"SQL Project","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21145","0","-1","Backlog"
"21144","[Feature Request]: Make Schema Compare .scmp files portable (relative paths, connection profiles, team‑friendly)","joelmansford","OPEN","2026-02-10T12:11:06Z",,"Schema Compare","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/21144","1","-1","Backlog"
"21132","Table Designer - Publish Changes Missing Recrating Default Constraints","unlock21","OPEN","2026-02-09T21:11:13Z",,"Table Designer","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21132","0","-1","Backlog"
"21130","[Feature Request]: Modify Table - Display Connected Database","unlock21","OPEN","2026-02-09T20:58:55Z",,"Table Designer","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/21130","0","-1","Backlog"
"21127","[Bug]: Query won't execute if the workspace path has illegal characters","samgusick","CLOSED","2026-02-09T19:57:32Z","2026-02-18T18:50:15Z","Query Editor","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21127","0","-1","Backlog"
"21126","[Bug]: Cannot execute Queries on Serverless Synapse Workspace","samgusick","CLOSED","2026-02-09T19:37:47Z","2026-02-09T19:45:59Z","","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21126","0","-1",
"21114","[Feature Request]: Create database selector util","allancascante","OPEN","2026-02-06T18:36:27Z",,"Profiler","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/21114","0","-1","March 2026 Release"
"21112","[Bug]: Delete database reference fails for Fabric SQL projects (DbFabric, FabricDw)","ssreerama","CLOSED","2026-02-06T16:02:44Z","2026-02-10T18:13:53Z","SQL Project","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21112","0","-1","February 2026 Release"
"21111","[GitHub Copilot - Feature request]: Database Schema Context for Inline Suggestions","croblesm","OPEN","2026-02-06T04:07:21Z",,"GitHub Copilot","Feature Request","1","https://github.com/microsoft/vscode-mssql/issues/21111","0","-1","May 2026 Release"
"21110","[GitHub Copilot - Feature request]: Add Database Object Context References in Chat","croblesm","OPEN","2026-02-06T03:49:59Z",,"GitHub Copilot","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/21110","0","-1","May 2026 Release"
"21109","[Feature Request]: Setting to Not Open Output File in Editor when Save as CSV","cancan101","OPEN","2026-02-06T03:36:16Z",,"Query Result","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/21109","1","-1","Backlog"
"21102","Connection lost after saving","FraHolt","OPEN","2026-02-05T15:39:03Z",,"Query Editor","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21102","0","-1","March 2026 Release"
"21102","Connection lost after saving","FraHolt","OPEN","2026-02-05T15:39:03Z",,"Connection","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21102","0","-1","March 2026 Release"
"21095","[Feature Request]: Improve SQL Profiler Filter UX with Inline Column Filters","croblesm","CLOSED","2026-02-04T02:15:35Z","2026-02-18T20:28:46Z","SQL Profiler","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/21095","0","-1","February 2026 Release"
"21094","[Bug]: SQL Profiler Event Details Panel Opens in VS Code Panel Instead of Webview","croblesm","CLOSED","2026-02-04T01:50:57Z","2026-02-18T20:28:22Z","SQL Profiler","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21094","1","-1","February 2026 Release"
"21093","[Feature Request]: Enhanced Database-Level Profiler Launch with Automatic Filtering","croblesm","OPEN","2026-02-04T01:33:15Z",,"SQL Profiler","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/21093","0","-1","March 2026 Release"
"21091","[Task]: Remove old metadata code","lewis-sanchez","CLOSED","2026-02-03T22:31:50Z","2026-02-10T21:37:23Z","",,"0","https://github.com/microsoft/vscode-mssql/issues/21091","0","-1","February 2026 Release"
"21089","[Bug]: Cannot resolve tree item for element","TjLuckyBastard","OPEN","2026-02-03T19:27:47Z",,"Connection","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21089","4","-1","March 2026 Release"
"21084","[Bug]: SQL Project is using deprecated request npm package","kburtram","CLOSED","2026-02-03T16:20:17Z","2026-02-20T19:58:33Z","SQL Project","Bug","1","https://github.com/microsoft/vscode-mssql/issues/21084","0","-1","February 2026 Release"
"21083","[Bug]: Fail to save results using excel","app/","CLOSED","2026-02-03T14:59:53Z","2026-02-11T21:29:26Z","","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21083","1","-1",
"21081","Schema Compare: Populate Select Source database dropdown with listing from saved connections","jasonhorner","OPEN","2026-02-03T00:58:08Z",,"Schema Compare","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21081","0","-1","Backlog"
"21080","[Bug]: Schema Compare flags cross-database references using variables as code differences","jasonhorner","OPEN","2026-02-03T00:45:09Z",,"Schema Compare","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21080","0","-1","Backlog"
"21079","[Bug]: Unresolved Reference to System Database","himanshu-ram-punjabi","CLOSED","2026-02-02T21:15:59Z","2026-02-11T17:35:01Z","SQL Project","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21079","1","-1","February 2026 Release"
"21078","[Bug]: GO Reformattng","birchadyne","CLOSED","2026-02-02T21:08:42Z","2026-02-11T21:23:16Z","Formatter","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21078","2","-1",
"21061","[Bug]: Pagination navigation controls are not anchored to the bottom of the document.","kburtram","OPEN","2026-01-30T16:52:13Z",,"View/Edit data","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21061","3","-1","March 2026 Release"
"21059","[Bug]: when updating from 1.5.5 to 1.5.6 new extension folder does not contain SystemDacpacs","noonessh","CLOSED","2026-01-30T07:23:23Z","2026-02-05T17:28:43Z","SQL Project","Bug","1","https://github.com/microsoft/vscode-mssql/issues/21059","2","-1","February 2026 Release"
"21054","[Bug]: Table Designer vector column","llali","OPEN","2026-01-29T20:06:47Z",,"Table Designer","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21054","0","-1","Backlog"
"21053","[Bug]: Reload project has no response after SC two projects and apply change","ssreerama","OPEN","2026-01-29T20:02:18Z",,"","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21053","0","-1","March 2026 Release"
"21047","Feature request: First-class, AI-callable export from executed SQL to 1:1 Python (mssql-python)","tanselmi-appliedsurety","OPEN","2026-01-29T02:25:55Z",,"GitHub Copilot","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/21047","0","-1","Backlog"
"21045","[Bug]: Invalid containerPort error when creating SQL Server container","DoiCo","CLOSED","2026-01-29T01:03:26Z","2026-02-04T18:57:50Z","Local container","Bug","2","https://github.com/microsoft/vscode-mssql/issues/21045","2","-1",
"21031","[Task]: Add support to exclude non‑schema .sql scripts from build","ssreerama","OPEN","2026-01-28T15:31:07Z",,"SQL Project","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/21031","0","-1","Backlog"
"21019","[Feature Request]: Add setting to disable Transferring active connection when opening a new SQL file (#19503)","FabriceBauerUpsideo","OPEN","2026-01-27T17:28:08Z",,"","Feature Request","2","https://github.com/microsoft/vscode-mssql/issues/21019","0","-1","March 2026 Release"
"21017","[Bug]: Workspace settings are ignored","gbrueckl","CLOSED","2026-01-27T13:16:58Z","2026-01-29T16:25:58Z","Connection","Bug","0","https://github.com/microsoft/vscode-mssql/issues/21017","2","-1","February 2026 Release"
"21016","[Feature Request]: Ability to use : to specify a server port","boonpheng-p","OPEN","2026-01-27T07:26:08Z",,"","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/21016","1","-1","Backlog"
"20993","MSSQL Copilot tool calls failing or timing out","ksdaniel","OPEN","2026-01-23T14:04:59Z",,"GitHub Copilot","Bug","0","https://github.com/microsoft/vscode-mssql/issues/20993","1","-1","March 2026 Release"
"20991","Single Row is hidden from horizontal scrollbar in grid results","elefA","CLOSED","2026-01-23T09:45:31Z","2026-01-23T17:11:14Z","",,"0","https://github.com/microsoft/vscode-mssql/issues/20991","1","-1",
"20988","Update cascading checkbox behavior in ADS Migration dialog","Benjin","CLOSED","2026-01-22T23:52:43Z","2026-01-23T20:56:31Z","","Bug","0","https://github.com/microsoft/vscode-mssql/issues/20988","0","-1","January 2026 Release"
"20983","[Feature Request]: Support for viewing query results in SandDance","yorkshirelandscape","OPEN","2026-01-22T17:46:42Z",,"Extensibility","Feature Request","1","https://github.com/microsoft/vscode-mssql/issues/20983","2","-1","Backlog"
"20979","[Feature Request]: Double-Click select # sign for temp table","gisn1","OPEN","2026-01-22T15:25:12Z",,"Language Service","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/20979","0","-1","Backlog"
"20978","Results don't show values in all the recordsets","nalexsantos","CLOSED","2026-01-22T11:38:40Z","2026-01-23T02:37:04Z","Query Result","Bug","0","https://github.com/microsoft/vscode-mssql/issues/20978","2","-1","February 2026 Release"
"20977","[Feature Request]: SQL Database Projects do not support targeting Microsoft Fabric SQL Analytics Endpoint","jasonhorner","OPEN","2026-01-22T04:12:39Z",,"SQL Project","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/20977","0","-1","Backlog"
"20976","VS Code mssql extension throws “Error Loading. Refresh to try again” when expanding External File Formats for Fabric Data Warehouse and Fabric SQL Analytics Endpoint","jasonhorner","OPEN","2026-01-22T03:43:58Z",,"Object Explorer","Bug","0","https://github.com/microsoft/vscode-mssql/issues/20976","0","-1","Backlog"
"20971","query results are not displayed","vmontanoc","CLOSED","2026-01-22T00:37:50Z","2026-01-26T20:30:14Z","Query Editor","Bug","0","https://github.com/microsoft/vscode-mssql/issues/20971","2","-1","February 2026 Release"
"20966","[Feature Request]: Add Restore functionality","laurenastrid1","CLOSED","2026-01-21T22:06:58Z","2026-02-18T20:29:25Z","Backup/Restore","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/20966","0","-1","February 2026 Release"
"20965","[Feature Request]: Add Backup Database functionality","laurenastrid1","CLOSED","2026-01-21T22:05:15Z","2026-02-18T20:29:31Z","Backup/Restore","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/20965","0","-1","February 2026 Release"
"20962","[Bug]: Docker deployment dialog defaults to 1433 even if that port is already in use by a docker container","Benjin","CLOSED","2026-01-21T20:46:23Z","2026-02-04T18:57:49Z","","Bug","1","https://github.com/microsoft/vscode-mssql/issues/20962","2","-1","February 2026 Release"
"20955","[Task]: Update right-hand panels: modernize Resources and add Feedback section in Welcome & What’s New dialog","croblesm","CLOSED","2026-01-21T04:29:58Z","2026-01-22T21:19:09Z","",,"0","https://github.com/microsoft/vscode-mssql/issues/20955","0","-1","January 2026 Release"
"20954","[Task]: Add content for collapsed “In case you missed it” GA section in Welcome & What’s New dialog","croblesm","CLOSED","2026-01-21T04:24:00Z","2026-01-22T21:19:09Z","",,"0","https://github.com/microsoft/vscode-mssql/issues/20954","0","-1","January 2026 Release"
"20953","[Task]: Update “Highlights” content for current release in Welcome & What’s New dialog","croblesm","CLOSED","2026-01-21T03:14:28Z","2026-01-22T21:19:08Z","",,"0","https://github.com/microsoft/vscode-mssql/issues/20953","0","-1","January 2026 Release"
"20952","[Task]:  Update Welcome & What’s New dialog layout and section structure","croblesm","CLOSED","2026-01-21T02:49:37Z","2026-01-22T21:19:08Z","",,"0","https://github.com/microsoft/vscode-mssql/issues/20952","0","-1","January 2026 Release"
"20947","[Bug]: ""Object reference not set to instance of an object"" error when expanding database node when connected Azure SQL server","vobrechkov","OPEN","2026-01-20T22:27:01Z",,"Object Explorer","Bug","0","https://github.com/microsoft/vscode-mssql/issues/20947","1","-1","March 2026 Release"
"20947","[Bug]: ""Object reference not set to instance of an object"" error when expanding database node when connected Azure SQL server","vobrechkov","OPEN","2026-01-20T22:27:01Z",,"Connection","Bug","0","https://github.com/microsoft/vscode-mssql/issues/20947","1","-1","March 2026 Release"
"20946","Update CHANGELOG.md","Benjin","CLOSED","2026-01-20T21:52:46Z","2026-01-23T20:56:33Z","","Bug","0","https://github.com/microsoft/vscode-mssql/issues/20946","0","-1","January 2026 Release"
"20944","[Bug]: Publish dialog ""generate command"" doesn't include all the options","llali","CLOSED","2026-01-20T21:24:37Z","2026-02-04T23:39:56Z","SQL Project","Bug","0","https://github.com/microsoft/vscode-mssql/issues/20944","0","-1","February 2026 Release"
"20942","[Task]: Remove experimental flag and enable preview features by default","croblesm","CLOSED","2026-01-20T20:57:23Z","2026-01-22T20:06:27Z","SQL Project",,"1","https://github.com/microsoft/vscode-mssql/issues/20942","1","-1","January 2026 Release"
"20942","[Task]: Remove experimental flag and enable preview features by default","croblesm","CLOSED","2026-01-20T20:57:23Z","2026-01-22T20:06:27Z","Dacpac Import/Export",,"1","https://github.com/microsoft/vscode-mssql/issues/20942","1","-1","January 2026 Release"
"20942","[Task]: Remove experimental flag and enable preview features by default","croblesm","CLOSED","2026-01-20T20:57:23Z","2026-01-22T20:06:27Z","View/Edit data",,"1","https://github.com/microsoft/vscode-mssql/issues/20942","1","-1","January 2026 Release"
"20941","[Task]: Remove ARM detection and blocking logic for SQL Server 2025 containers","croblesm","CLOSED","2026-01-20T20:46:34Z","2026-02-18T00:51:07Z","Local container",,"0","https://github.com/microsoft/vscode-mssql/issues/20941","1","-1","February 2026 Release"
"20937","[Bug]: Publish Project server selection should be a dropdown of servers, not launch the connection dialog","Benjin","CLOSED","2026-01-20T19:51:28Z","2026-01-29T02:19:08Z","SQL Project","Bug","0","https://github.com/microsoft/vscode-mssql/issues/20937","0","-1","February 2026 Release"
"20936","[Bug]: Publish Project uses toasts instead of GUI modal","Benjin","OPEN","2026-01-20T19:44:19Z",,"SQL Project","Bug","0","https://github.com/microsoft/vscode-mssql/issues/20936","1","-1","March 2026 Release"
"20935","[Bug]: Publish Project dialog UI nits","Benjin","CLOSED","2026-01-20T19:42:49Z","2026-01-30T22:57:15Z","SQL Project","Bug","0","https://github.com/microsoft/vscode-mssql/issues/20935","1","-1","February 2026 Release"
"20934","[Bug]: new Publish Project dialog is default-off","Benjin","CLOSED","2026-01-20T19:32:30Z","2026-01-20T23:30:07Z","SQL Project","Bug","0","https://github.com/microsoft/vscode-mssql/issues/20934","0","-1","February 2026 Release"
"20930","[Bug]: SSDT Scripting differences with SQL Server Partitioned tables using Data Compression","acbperkins","OPEN","2026-01-20T14:47:33Z",,"SQL Project","Bug","1","https://github.com/microsoft/vscode-mssql/issues/20930","1","-1","Backlog"
"20927","[Feature Request]: Cached authentication with SSO","martinzrrl","OPEN","2026-01-19T21:37:40Z",,"Connection","Bug","0","https://github.com/microsoft/vscode-mssql/issues/20927","2","-1","March 2026 Release"
"20927","[Feature Request]: Cached authentication with SSO","martinzrrl","OPEN","2026-01-19T21:37:40Z",,"Azure","Bug","0","https://github.com/microsoft/vscode-mssql/issues/20927","2","-1","March 2026 Release"
"20926","[Feature Request]: side-by-side comparison of two result windows","martinzrrl","OPEN","2026-01-19T21:26:35Z",,"Query Editor","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/20926","1","-1","Backlog"
"20913","[Bug]: SqlTaskService fails to null check and causing the Generate Script/Publish fails","ssreerama","CLOSED","2026-01-16T18:11:50Z","2026-01-16T19:48:58Z","SQL Project","Bug","0","https://github.com/microsoft/vscode-mssql/issues/20913","0","-1","January 2026 Release"
"20911","Migrating from Azure data studio to VSCode","amitkbhola","CLOSED","2026-01-16T15:37:53Z","2026-01-16T19:32:37Z","","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/20911","1","-1",
"20910","[Bug]: Query History stops logging after reaching queryHistoryLimit, Pause button misleading","AcGrube","OPEN","2026-01-16T11:12:36Z",,"Query History","Bug","0","https://github.com/microsoft/vscode-mssql/issues/20910","0","-1","Backlog"
"20909","[Bug]: ADS Migration command lacks discoverability","croblesm","CLOSED","2026-01-15T21:35:59Z","2026-01-21T20:37:05Z","Migration tool","Bug","0","https://github.com/microsoft/vscode-mssql/issues/20909","0","-1","January 2026 Release"
"20908","[Bug]: ADS Migration tool allows orphan connections when migrating without parent groups","croblesm","CLOSED","2026-01-15T21:26:57Z","2026-01-21T20:37:05Z","Migration tool","Bug","0","https://github.com/microsoft/vscode-mssql/issues/20908","0","-1","January 2026 Release"
"20901","[Bug]: MCP Tool mssql_run_query  - fails due invalide documentation response","rka-ppi","OPEN","2026-01-14T09:09:15Z",,"GitHub Copilot","Bug","0","https://github.com/microsoft/vscode-mssql/issues/20901","4","-1","March 2026 Release"
"20898","[Task]: Publish Dialog is missing the Dialog header and Icon","ssreerama","CLOSED","2026-01-13T15:51:32Z","2026-01-16T16:47:31Z","SQL Project",,"0","https://github.com/microsoft/vscode-mssql/issues/20898","0","-1","January 2026 Release"
"20897","[Bug]: Unable to open Data-tier Application Wizard","martijnremmen","CLOSED","2026-01-13T14:10:16Z","2026-01-15T21:13:58Z","","Bug","1","https://github.com/microsoft/vscode-mssql/issues/20897","1","-1",
"20896","[Feature Request]: Allow alternative sorting of Connections/Connection Groups","joshwarren","OPEN","2026-01-13T09:03:25Z",,"Connection","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/20896","0","-1","Backlog"
"20895","[Bug]: Add legend for icons in connections import to ADS Migration tool","tauseefsiddique10","CLOSED","2026-01-12T21:39:54Z","2026-01-21T20:37:04Z","Migration tool","Bug","0","https://github.com/microsoft/vscode-mssql/issues/20895","0","-1","January 2026 Release"
"20894","[Bug]: ADS Migration tool - Settings and key bindings section is missing","tauseefsiddique10","CLOSED","2026-01-12T21:30:49Z","2026-02-13T21:25:18Z","Migration tool","Bug","0","https://github.com/microsoft/vscode-mssql/issues/20894","2","-1","February 2026 Release"
"20890","[Bug]: Schema Designer Filter tree has UX issues.","aasimkhan30","CLOSED","2026-01-09T06:57:08Z","2026-01-20T21:39:04Z","Schema Designer","Bug","0","https://github.com/microsoft/vscode-mssql/issues/20890","1","-1","February 2026 Release"
"20889","[Bug]: When Schema Designer Loads It Looks Frozen!","JerryNixon","OPEN","2026-01-09T01:49:00Z",,"Schema Designer","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/20889","0","-1","March 2026 Release"
"20887","[Feature Request]: Run current query mssql extension command and shortcut","reubster","CLOSED","2026-01-08T19:01:21Z","2026-01-23T14:54:06Z","Query Editor","Feature Request","3","https://github.com/microsoft/vscode-mssql/issues/20887","2","-1","Backlog"
