Number,Title,Author,State,CreatedAt,ClosedAt,Area,Type,Reactions,URL,Comments,Priority,Milestone
"19310","Connection session ID may end up containing token information","Benjin","CLOSED","2025-05-01T05:16:09Z","2025-07-11T16:57:32Z","",,"0","https://github.com/microsoft/vscode-mssql/issues/19310","0","-1",
"19305","Remove (Preview) label from GA features","kburtram","CLOSED","2025-04-30T20:14:01Z","2025-05-07T17:52:44Z","Object Explorer",,"1","https://github.com/microsoft/vscode-mssql/issues/19305","1","0","May 2025 Release"
"19305","Remove (Preview) label from GA features","kburtram","CLOSED","2025-04-30T20:14:01Z","2025-05-07T17:52:44Z","Connection",,"1","https://github.com/microsoft/vscode-mssql/issues/19305","1","0","May 2025 Release"
"19305","Remove (Preview) label from GA features","kburtram","CLOSED","2025-04-30T20:14:01Z","2025-05-07T17:52:44Z","Query Plan",,"1","https://github.com/microsoft/vscode-mssql/issues/19305","1","0","May 2025 Release"
"19305","Remove (Preview) label from GA features","kburtram","CLOSED","2025-04-30T20:14:01Z","2025-05-07T17:52:44Z","Table Designer",,"1","https://github.com/microsoft/vscode-mssql/issues/19305","1","0","May 2025 Release"
"19305","Remove (Preview) label from GA features","kburtram","CLOSED","2025-04-30T20:14:01Z","2025-05-07T17:52:44Z","Query Result",,"1","https://github.com/microsoft/vscode-mssql/issues/19305","1","0","May 2025 Release"
"19301","[GitHub Copilot - Bug]: Hang with no results when querying in database without foreign keys","ThindalTV","CLOSED","2025-04-30T18:13:06Z","2025-06-03T11:05:20Z","GitHub Copilot","Bug","0","https://github.com/microsoft/vscode-mssql/issues/19301","5","0","June 2025 Release"
"19297","[GitHub Copilot - Bug]: Does not generate output when asked for complete CREATE TABLE scripts","croblesm","CLOSED","2025-04-30T03:27:47Z","2025-09-25T21:46:20Z","GitHub Copilot","Bug","0","https://github.com/microsoft/vscode-mssql/issues/19297","3","0","Backlog"
"19295","Table designer doesn't handle generate report failures.","aasimkhan30","CLOSED","2025-04-30T01:22:11Z","2025-04-30T21:09:37Z","Table Designer","Bug","0","https://github.com/microsoft/vscode-mssql/issues/19295","0","-1","May 2025 Release"
"19294","Vector datatype should have a default length in table designer with live validation if length is 0","aasimkhan30","CLOSED","2025-04-30T01:19:30Z","2025-05-05T17:32:15Z","Table Designer","Bug","0","https://github.com/microsoft/vscode-mssql/issues/19294","1","-1","May 2025 Release"
"19293","Vector Datatype options shown in unsupported Database in Table designer.","aasimkhan30","CLOSED","2025-04-30T01:16:24Z","2025-05-07T22:30:12Z","Table Designer",,"0","https://github.com/microsoft/vscode-mssql/issues/19293","0","-1","June 2025 Release"
"19292","Script generation fails for tables with vector columns","croblesm","CLOSED","2025-04-29T23:42:56Z","2025-05-14T20:33:40Z","Query Editor","Bug","0","https://github.com/microsoft/vscode-mssql/issues/19292","0","0","May 2025 Release"
"19291","Vector column does not display dimension details in Object Explorer","croblesm","CLOSED","2025-04-29T23:41:54Z","2025-05-02T16:40:34Z","Object Explorer","Bug","0","https://github.com/microsoft/vscode-mssql/issues/19291","1","0","May 2025 Release"
"19287","[GitHub Copilot - Bug]: Objects not listed alphabetically by schema","croblesm","CLOSED","2025-04-29T18:05:53Z","2025-09-25T21:48:12Z","GitHub Copilot","Bug","0","https://github.com/microsoft/vscode-mssql/issues/19287","1","1","Backlog"
"19286","Sign in issues for Azure SQL databases with Entra","mksuni","CLOSED","2025-04-29T17:48:31Z","2025-05-05T17:32:55Z","Connection","Bug","0","https://github.com/microsoft/vscode-mssql/issues/19286","1","-1","May 2025 Release"
"19285","Query results disappear clicking on sort icon on header","kburtram","CLOSED","2025-04-29T17:35:48Z","2025-10-20T21:07:31Z","Query Result","Bug","0","https://github.com/microsoft/vscode-mssql/issues/19285","1","1","November 2025 Release"
"19284","[GitHub Copilot - Bug]: Empty result lacks meaningful message","caohai","CLOSED","2025-04-28T23:06:00Z","2025-07-15T19:05:51Z","GitHub Copilot","Bug","0","https://github.com/microsoft/vscode-mssql/issues/19284","1","1","July 2025 Release"
"19281","Entra based authentication experience doesn't handle silent refresh of access token","stephajn","CLOSED","2025-04-28T21:17:49Z","2025-11-18T19:47:14Z","Connection","Bug","2","https://github.com/microsoft/vscode-mssql/issues/19281","8","-1","December 2025 Release"
"19281","Entra based authentication experience doesn't handle silent refresh of access token","stephajn","CLOSED","2025-04-28T21:17:49Z","2025-11-18T19:47:14Z","Azure","Bug","2","https://github.com/microsoft/vscode-mssql/issues/19281","8","-1","December 2025 Release"
"19280","New Connection from Query Editor should open new connection dialog","aasimkhan30","CLOSED","2025-04-28T21:00:56Z","2025-05-05T14:24:37Z","Connection","Bug","1","https://github.com/microsoft/vscode-mssql/issues/19280","0","1","May 2025 Release"
"19278","Migrate old-style connection string connections to parameterized format","Benjin","CLOSED","2025-04-28T17:33:31Z","2025-05-07T02:50:22Z","Connection",,"0","https://github.com/microsoft/vscode-mssql/issues/19278","0","0","May 2025 Release"
"19277","No error handling for invalid connection JSON in config files","Benjin","CLOSED","2025-04-28T17:03:36Z","2025-05-07T20:31:58Z","Connection",,"0","https://github.com/microsoft/vscode-mssql/issues/19277","0","1","May 2025 Release"
"19269","[Feature Request]:Move Foreign Key Mapping UI into Main Window","croblesm","CLOSED","2025-04-24T22:09:43Z","2026-01-28T17:27:32Z","Table Designer","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/19269","4","-1","Backlog"
"19268","“Publish” Button to “Apply” or “Save Changes”","croblesm","CLOSED","2025-04-24T22:06:12Z","2025-09-15T21:20:14Z","Table Designer","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/19268","0","0","November 2025 Release"
"19267","“Script As Create” Panel to “View Definition”","croblesm","CLOSED","2025-04-24T22:05:19Z","2025-09-15T21:20:15Z","Table Designer","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/19267","0","0","November 2025 Release"
"19266","Add Toggle to Show/Hide “Script As Create” Panel","croblesm","CLOSED","2025-04-24T22:03:35Z","2025-09-15T21:20:15Z","Table Designer","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/19266","0","0","November 2025 Release"
"19265","[Feature Request]:""Length"" field should be inline in Table Designer","croblesm","CLOSED","2025-04-24T21:59:43Z","2026-01-28T17:27:04Z","Table Designer","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/19265","3","-1","Backlog"
"19264","Column Properties Panel Consumes Excessive Space","croblesm","CLOSED","2025-04-24T21:53:44Z","2025-09-15T21:20:16Z","Table Designer","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/19264","0","0","November 2025 Release"
"19263","Make advanced properties not automatically show up in table designer.","aasimkhan30","CLOSED","2025-04-24T20:40:29Z","2025-10-01T00:49:06Z","Table Designer",,"0","https://github.com/microsoft/vscode-mssql/issues/19263","1","1","Backlog"
"19262","This is a test of feedback mechanism on VS Code","croblesm","CLOSED","2025-04-24T19:13:23Z","2025-04-28T03:42:34Z","",,"0","https://github.com/microsoft/vscode-mssql/issues/19262","1","-1","May 2025 Release"
"19260","JSON result is not properly formatted and appears raw in the results pane","croblesm","CLOSED","2025-04-24T18:00:25Z","2025-05-05T17:53:55Z","Query Result",,"0","https://github.com/microsoft/vscode-mssql/issues/19260","0","1","May 2025 Release"
"19259","Filter list not repopulated after clicking “Clear”","croblesm","CLOSED","2025-04-24T17:48:23Z","2025-05-01T18:00:00Z","Query Result",,"0","https://github.com/microsoft/vscode-mssql/issues/19259","0","1","May 2025 Release"
"19257","User survey not being called.","aasimkhan30","CLOSED","2025-04-24T17:18:25Z","2025-04-24T20:32:20Z","Shell","Bug","0","https://github.com/microsoft/vscode-mssql/issues/19257","0","-1","April 2025 Release"
"19255","Schema Compare Private Preview Not Always Respecting ""Include Object Types""","asilverthread","CLOSED","2025-04-24T15:32:40Z","2025-08-05T02:55:22Z","Schema Compare","Bug","1","https://github.com/microsoft/vscode-mssql/issues/19255","2","0",
"19253","Connection hangs via VPN","GuidoB73","CLOSED","2025-04-24T07:45:56Z","2025-05-02T01:40:23Z","Object Explorer","Bug","1","https://github.com/microsoft/vscode-mssql/issues/19253","1","0","May 2025 Release"
"19250","Add edit connection button in context menu for connection nodes.","aasimkhan30","CLOSED","2025-04-23T21:52:26Z","2025-04-29T21:39:27Z","Object Explorer","Bug","1","https://github.com/microsoft/vscode-mssql/issues/19250","0","1","May 2025 Release"
"19249","Remove or Replace copy object name from connection node in OE to something more useful.","aasimkhan30","CLOSED","2025-04-23T21:49:08Z","2025-12-04T18:59:02Z","Object Explorer","Bug","1","https://github.com/microsoft/vscode-mssql/issues/19249","0","1","January 2026 Release"
"19245","ADO builds are not having webview JS minified","Benjin","CLOSED","2025-04-23T19:14:30Z","2025-04-23T22:42:18Z","",,"0","https://github.com/microsoft/vscode-mssql/issues/19245","0","-1","April 2025 Release"
"19243","Canceling subscription filter in Connection Dialog unnecessarily refreshes subscription list","Benjin","CLOSED","2025-04-23T17:33:07Z","2025-05-05T14:24:56Z","Connection",,"0","https://github.com/microsoft/vscode-mssql/issues/19243","0","2","May 2025 Release"
"19239","Feature Request - Let query timer in status bar show the active running time","nielsvdc","CLOSED","2025-04-23T15:11:18Z","2025-04-23T21:07:42Z","",,"0","https://github.com/microsoft/vscode-mssql/issues/19239","1","-1",
"19238","[Bug:] Unable to connect to a database using ActiveDirectoryServicePrincipal","emil-eklund","CLOSED","2025-04-23T14:35:55Z","2025-12-08T18:07:43Z","Connection","Bug","1","https://github.com/microsoft/vscode-mssql/issues/19238","3","-1","December 2025 Release"
"19225","Missing shallow equals package in the vsix causing startup errors.","aasimkhan30","CLOSED","2025-04-21T22:27:23Z","2025-04-24T20:57:10Z","",,"0","https://github.com/microsoft/vscode-mssql/issues/19225","0","-1",
"19223","Unable to install mssql extension","hanabanashiku","CLOSED","2025-04-21T18:48:48Z","2025-04-21T19:38:25Z","",,"0","https://github.com/microsoft/vscode-mssql/issues/19223","0","-1",
"19220","Using ctrl-N from VS-Code MSSQL Object Explorer opens a Plain Text Editor instead of SQL Editor, and No DB Connection either !","awbmansour","CLOSED","2025-04-20T18:04:46Z","2025-04-28T03:54:50Z","",,"0","https://github.com/microsoft/vscode-mssql/issues/19220","4","-1",
"19219","Database Connection Persistence across multiple Editor windows in MSSQL extension (odd behavior versus SQL Studio or Azure Data Studio)","awbmansour","CLOSED","2025-04-20T17:46:15Z","2025-04-28T03:57:52Z","",,"0","https://github.com/microsoft/vscode-mssql/issues/19219","3","-1",
"19217","Auto-Clear & Maximize Output Panel on Database Project Build","jasonhorner","CLOSED","2025-04-19T18:44:48Z","2025-12-09T19:50:29Z","SQL Project",,"0","https://github.com/microsoft/vscode-mssql/issues/19217","8","-1","December 2025 Release"
"19215","New Query Results Fail to Appear","bearcoyote","CLOSED","2025-04-19T00:16:12Z","2025-06-26T16:38:51Z","Query Result","Bug","0","https://github.com/microsoft/vscode-mssql/issues/19215","0","-1",
"19213","Baba3","masoudaflaki","CLOSED","2025-04-18T23:37:33Z","2025-04-21T20:58:52Z","",,"0","https://github.com/microsoft/vscode-mssql/issues/19213","0","-1",
"19207","""Change Database"" should allow connecting to a server","eben-roux","CLOSED","2025-04-18T05:06:37Z","2025-09-25T22:10:13Z","Connection","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/19207","1","-1","Backlog"
"19199","💡 Simplify SQL types to language types.","JerryNixon","CLOSED","2025-04-17T17:59:41Z","2025-09-23T15:56:11Z","Table Designer","Feature Request","2","https://github.com/microsoft/vscode-mssql/issues/19199","2","-1","Backlog"
"19198","Authentication fails on Azure Commercial Cloud when using Microsoft Entra ID - Universal with MFA account","jcbendernh","CLOSED","2025-04-17T15:56:08Z","2025-09-30T21:08:03Z","Connection","Bug","0","https://github.com/microsoft/vscode-mssql/issues/19198","3","-1","December 2025 Release"
"19192","Edit Data menu is in the incorrect order","kburtram","CLOSED","2025-04-16T16:05:43Z","2025-04-18T23:21:23Z","",,"0","https://github.com/microsoft/vscode-mssql/issues/19192","0","-1",
"19189","Enhance Auto-Arrange Behavior for Selected Tables in Filtered View","yoleichen","CLOSED","2025-04-16T07:45:56Z","2025-05-27T18:22:11Z","Schema Designer","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/19189","0","1","June 2025 Release"
"19185","[Bug]: scmp file incorrectly loads DisableIndexesForDataPhase","dzsquared","OPEN","2025-04-15T22:59:09Z",,"Schema Compare","Bug","0","https://github.com/microsoft/vscode-mssql/issues/19185","0","-1","Backlog"
"19182","Schema compare - comparison results checkboxes not consistently lined up","kisantia","CLOSED","2025-04-15T19:06:16Z","2025-06-25T17:30:14Z","Schema Compare",,"0","https://github.com/microsoft/vscode-mssql/issues/19182","0","1",
"19181","Schema compare - have a way to vertically resize the diff section","kisantia","CLOSED","2025-04-15T19:03:21Z","2025-04-16T20:16:50Z","Schema Compare",,"0","https://github.com/microsoft/vscode-mssql/issues/19181","1","-1","April 2025 Release"
"19180","Schema Designer - View Code editor height not adjustable","caohai","CLOSED","2025-04-15T19:02:33Z","2025-04-16T07:27:38Z","Schema Designer",,"0","https://github.com/microsoft/vscode-mssql/issues/19180","0","-1",
"19179","Auto Arrange - is showing all the tables even when the filter has few tables selected.","sukkaur","CLOSED","2025-04-15T19:01:03Z","2025-04-16T07:46:20Z","Schema Designer","Bug","0","https://github.com/microsoft/vscode-mssql/issues/19179","0","-1",
"19178","Schema compare - checkbox overlaps with long source name","kisantia","CLOSED","2025-04-15T19:00:57Z","2025-06-25T17:30:14Z","Schema Compare","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/19178","0","1",
"19177","Clicking ""generate script"" on comparison with all changes excluded always displays ""succeeded"" message, but doesn't produce script","Benjin","CLOSED","2025-04-15T18:59:38Z","2025-04-17T21:54:08Z","Schema Compare","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/19177","1","2","April 2025 Release"
"19176","Schema Designer Export - Default save location shoule be a user folder","caohai","CLOSED","2025-04-15T18:59:07Z","2025-05-28T22:15:38Z","Schema Designer",,"0","https://github.com/microsoft/vscode-mssql/issues/19176","0","0","June 2025 Release"
"19175","Including child dependencies without parent works if added from ""empty"" changeset","Benjin","CLOSED","2025-04-15T18:57:02Z","2025-10-01T00:36:14Z","Schema Compare","Bug","0","https://github.com/microsoft/vscode-mssql/issues/19175","3","3","Backlog"
"19174","[Feature Request]: Show details on hover for table relatonship","jdesai-24","CLOSED","2025-04-15T18:54:45Z","2026-01-26T21:04:02Z","Schema Designer","Feature Request","1","https://github.com/microsoft/vscode-mssql/issues/19174","2","-1","Backlog"
"19173","Schema Designer - The second table added will overlap with the first table if there's a foreign key from 2 to 1","caohai","CLOSED","2025-04-15T18:52:52Z","2025-05-01T17:06:32Z","Schema Designer",,"0","https://github.com/microsoft/vscode-mssql/issues/19173","0","0","May 2025 Release"
"19172","Disable ""Save"" button when there is an error while creating/editing a table","jdesai-24","CLOSED","2025-04-15T18:51:24Z","2025-05-19T14:07:42Z","Schema Designer",,"0","https://github.com/microsoft/vscode-mssql/issues/19172","1","-1","June 2025 Release"
"19171","Schema Compare - add command so it can be opened from command palette","kisantia","CLOSED","2025-04-15T18:51:18Z","2025-04-17T19:48:05Z","Schema Compare","Bug","0","https://github.com/microsoft/vscode-mssql/issues/19171","0","1",
"19170","Schema Compare - Only Stop button should be enabled when a comparison is happening","kisantia","CLOSED","2025-04-15T18:48:27Z","2025-04-17T21:54:08Z","Schema Compare","Bug","0","https://github.com/microsoft/vscode-mssql/issues/19170","1","0","April 2025 Release"
"19169","mssql: Error 10054: The client was unable to establish a connection because of an error during connection initialization process before login","dlevy-msft-sql","CLOSED","2025-04-15T18:46:34Z","2025-04-15T19:14:15Z","",,"0","https://github.com/microsoft/vscode-mssql/issues/19169","1","-1",
"19168","Schema Designer - Initial loading is slow","caohai","CLOSED","2025-04-15T18:45:39Z","2025-06-06T21:53:12Z","Schema Designer",,"0","https://github.com/microsoft/vscode-mssql/issues/19168","0","1","June 2025 Release"
"19167","Change the label for toggle interactivity (lock icon)","jdesai-24","CLOSED","2025-04-15T18:44:57Z","2026-01-26T21:03:16Z","Schema Designer","Bug","0","https://github.com/microsoft/vscode-mssql/issues/19167","1","1","Backlog"
"19166","Switch Direction disabled unless both Source and Target are filled","Benjin","CLOSED","2025-04-15T18:44:32Z","2025-04-16T20:27:55Z","Schema Compare",,"0","https://github.com/microsoft/vscode-mssql/issues/19166","1","-1",
"19165","[Feature Request]: Put Encrypt dropdown and Trust server certificate checkbox next to each other","kisantia","CLOSED","2025-04-15T18:42:53Z","2026-01-26T21:02:00Z","Connection","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/19165","3","-1","Backlog"
"19164","Schema Compare - Server picker shows server name instead of connection profile name","caohai","CLOSED","2025-04-15T18:35:03Z","2025-04-16T23:25:29Z","Schema Compare","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/19164","1","1",
"19163","Schema compare should remember the previous type selection when selecting source/target + show profile names","kisantia","CLOSED","2025-04-15T18:34:41Z","2025-04-23T00:01:26Z","Schema Compare",,"0","https://github.com/microsoft/vscode-mssql/issues/19163","3","0","April 2025 Release"
"19162","""Browse connection"" button should have some extra spacing between it and the textbox","Benjin","CLOSED","2025-04-15T18:33:07Z","2025-04-17T16:04:56Z","Schema Compare","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/19162","0","3",
"19161","Error comparing dacpac and WideWorldImporters db","kisantia","CLOSED","2025-04-15T18:32:30Z","2025-07-17T23:25:15Z","Schema Compare","Bug","0","https://github.com/microsoft/vscode-mssql/issues/19161","2","1","July 2025 Release"
"19160","selecting an item in schema compare differences doesn't persist any indicator which item I selected","dzsquared","CLOSED","2025-04-15T18:26:57Z","2025-04-17T19:43:14Z","Schema Compare",,"0","https://github.com/microsoft/vscode-mssql/issues/19160","0","0","April 2025 Release"
"19159","Initial comparison has large blank area under list of changes","Benjin","CLOSED","2025-04-15T18:24:11Z","2025-04-16T20:08:36Z","Schema Compare","Bug","0","https://github.com/microsoft/vscode-mssql/issues/19159","2","-1","April 2025 Release"
"19158","Authentication type dropdown hover not readable in light theme","kisantia","CLOSED","2025-04-15T18:16:39Z","2025-06-26T21:53:24Z","Connection",,"0","https://github.com/microsoft/vscode-mssql/issues/19158","2","2",
"19158","Authentication type dropdown hover not readable in light theme","kisantia","CLOSED","2025-04-15T18:16:39Z","2025-06-26T21:53:24Z","Schema Compare",,"0","https://github.com/microsoft/vscode-mssql/issues/19158","2","2",
"19157","project to project comparison doesn't include index changes","dzsquared","CLOSED","2025-04-15T18:13:21Z","2025-04-18T19:18:44Z","Schema Compare",,"0","https://github.com/microsoft/vscode-mssql/issues/19157","0","0","April 2025 Release"
"19156","schema compare folder structure drop down shows incorrect selection","dzsquared","CLOSED","2025-04-15T18:06:28Z","2025-05-19T23:06:01Z","Schema Compare","Bug","0","https://github.com/microsoft/vscode-mssql/issues/19156","1","1","June 2025 Release"
"19154","git diff is backwards","dzsquared","CLOSED","2025-04-15T17:37:48Z","2025-04-17T21:09:45Z","Schema Compare",,"1","https://github.com/microsoft/vscode-mssql/issues/19154","0","0","April 2025 Release"
"19153","schema compare database selection - include profile name in server list","dzsquared","CLOSED","2025-04-15T17:32:40Z","2025-04-23T00:01:49Z","Schema Compare",,"0","https://github.com/microsoft/vscode-mssql/issues/19153","1","0","April 2025 Release"
"19151","Vector datatype issue","croblesm","CLOSED","2025-04-15T06:18:45Z","2025-04-23T20:57:47Z","Query Editor","Bug","0","https://github.com/microsoft/vscode-mssql/issues/19151","1","-1","May 2025 Release"
"19148","Compare panel is missing header: 'Compare Details'","tauseefsiddique10","CLOSED","2025-04-14T23:51:06Z","2025-04-17T19:36:55Z","Schema Compare","Bug","0","https://github.com/microsoft/vscode-mssql/issues/19148","0","1","April 2025 Release"
"19147","'File Group' object included in schema compare","tauseefsiddique10","CLOSED","2025-04-14T23:48:17Z","2025-05-09T17:27:42Z","Schema Compare","Bug","0","https://github.com/microsoft/vscode-mssql/issues/19147","2","3","May 2025 Release"
"19146","Majority of schema compare dashboard is taken up by black screen","tauseefsiddique10","CLOSED","2025-04-14T23:39:58Z","2025-04-17T19:43:13Z","Schema Compare","Bug","0","https://github.com/microsoft/vscode-mssql/issues/19146","0","1","April 2025 Release"
"19145","Unable to minimize compare panel","tauseefsiddique10","CLOSED","2025-04-14T23:24:52Z","2025-04-18T18:34:55Z","Schema Compare","Bug","0","https://github.com/microsoft/vscode-mssql/issues/19145","1","1","April 2025 Release"
"19143","VS Code cannot find DB when Azure Data Studio can","chrisrybitski","CLOSED","2025-04-14T23:11:44Z","2025-09-23T02:45:32Z","Connection","Bug","0","https://github.com/microsoft/vscode-mssql/issues/19143","2","-1","November 2025 Release"
"19138","[Feature Request]: Allow other extensions / commands to read / trigger from results grid","dpalay","OPEN","2025-04-14T19:20:27Z",,"Extensibility","Feature Request","1","https://github.com/microsoft/vscode-mssql/issues/19138","0","-1","Backlog"
"19136","Add Azure Data Studio feature to whether to show/hide the action bar in the query results view","AndreRicarti","CLOSED","2025-04-14T12:05:33Z","2025-10-23T19:09:38Z","Query Result","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/19136","2","-1","August 2025 Release"
"19135","Cannot connect to any SQL server, stored connections missing: mssql: Error: TypeError: Cannot read properties of undefined (reading 'localeCompare')","Roozle","CLOSED","2025-04-14T09:50:59Z","2025-04-28T17:05:06Z","Connection","Bug","0","https://github.com/microsoft/vscode-mssql/issues/19135","5","1",
"19134","Database connection setting Encrypt always set back to mandatory","westr029","CLOSED","2025-04-14T09:13:40Z","2025-07-18T19:25:15Z","Connection","Bug","0","https://github.com/microsoft/vscode-mssql/issues/19134","0","1","July 2025 Release"
"19132","Arrows that go behind the table box is very unnoticeable","yoleichen","CLOSED","2025-04-12T17:46:42Z","2025-08-04T22:55:38Z","Schema Designer","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/19132","0","1","August 2025 Release"
"19128","Feature Request: When splitting two query editors, make their result split aswell.","DanielAndreassen97","CLOSED","2025-04-11T20:36:14Z","2025-09-23T03:30:08Z","Query Result","Feature Request","2","https://github.com/microsoft/vscode-mssql/issues/19128","1","-1","Backlog"
"19124","""View Code"" pane is not resizable","yoleichen","CLOSED","2025-04-11T06:25:32Z","2025-05-20T23:34:27Z","Schema Designer","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/19124","0","1","June 2025 Release"
"19123","Add check box to explain potential data loss at the Publish dialogue.","yoleichen","CLOSED","2025-04-11T00:42:47Z","2025-04-12T18:11:11Z","Schema Designer","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/19123","0","0","April 2025 Release"
"19122","Add selection tags for Filters","yoleichen","CLOSED","2025-04-11T00:28:11Z","2025-05-27T18:22:11Z","Schema Designer","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/19122","0","2","June 2025 Release"
"19120","[Bug]: Add tree-based table filtering to Schema Designer","yoleichen","OPEN","2025-04-11T00:25:43Z",,"Schema Designer","Feature Request","1","https://github.com/microsoft/vscode-mssql/issues/19120","0","-1","April 2026 Release"
"19119","""Delete"" and ""Filter"" buttons in Ribbon are not entirely clickable","yoleichen","CLOSED","2025-04-10T23:07:35Z","2025-05-20T23:34:27Z","Schema Designer","Bug","0","https://github.com/microsoft/vscode-mssql/issues/19119","0","0","June 2025 Release"
"19117","Keeps running while in transaction","acquavivaclaudio","OPEN","2025-04-10T22:16:49Z",,"Query Editor","Bug","0","https://github.com/microsoft/vscode-mssql/issues/19117","1","-1","April 2026 Release"
"19115","Change wording from ""View Code"" to ""View Definition""","yoleichen","CLOSED","2025-04-10T20:25:33Z","2025-05-20T23:34:27Z","Schema Designer","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/19115","0","0","June 2025 Release"
"19114","Collapse/Expand Button Missing for Tables with over 10 Columns","yoleichen","CLOSED","2025-04-10T20:16:24Z","2025-08-05T18:15:19Z","Schema Designer","Feature Request","1","https://github.com/microsoft/vscode-mssql/issues/19114","0","0","August 2025 Release"
"19113","Refocus Diagram View on Filtered Tables Upon Applying Filter","yoleichen","CLOSED","2025-04-10T19:53:19Z","2025-05-27T18:22:10Z","Schema Designer","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/19113","1","1","June 2025 Release"
"19112","Filter Selections are not cleared after reset","yoleichen","CLOSED","2025-04-10T19:44:07Z","2025-05-27T18:22:09Z","Schema Designer","Both Bug and Feature","0","https://github.com/microsoft/vscode-mssql/issues/19112","0","0","June 2025 Release"
"19111","Query Result - option to hide/show columns","gdube-nrc","CLOSED","2025-04-10T17:52:36Z","2025-09-23T03:31:15Z","Query Result",,"1","https://github.com/microsoft/vscode-mssql/issues/19111","2","-1","Backlog"
"19110","Query Result - option to hide sort/filter buttons","gdube-nrc","CLOSED","2025-04-10T17:50:33Z","2025-09-26T22:44:21Z","Query Result","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/19110","1","2","Backlog"
"19109","Computed columns are not included in T-SQL script","croblesm","CLOSED","2025-04-09T20:59:42Z","2025-04-11T00:23:48Z","Schema Designer","Bug","0","https://github.com/microsoft/vscode-mssql/issues/19109","0","0","April 2025 Release"
"19108","Query Result - Right clicking on JSON cell still opens the value in new editor","caohai","CLOSED","2025-04-09T20:50:33Z","2025-04-16T18:32:20Z","Query Result",,"0","https://github.com/microsoft/vscode-mssql/issues/19108","1","1",
"19106","Add support for Azure SQL Database","croblesm","CLOSED","2025-04-09T03:50:28Z","2025-04-11T00:23:47Z","Schema Designer","Bug","0","https://github.com/microsoft/vscode-mssql/issues/19106","0","0","April 2025 Release"
"19105","Regressed drag-and-drop experience when creating relationships","croblesm","CLOSED","2025-04-09T03:43:41Z","2026-01-30T14:53:37Z","Schema Designer","Bug","0","https://github.com/microsoft/vscode-mssql/issues/19105","3","1","Backlog"
"19104","Missing unsaved changes prompt","croblesm","CLOSED","2025-04-09T03:37:00Z","2025-05-03T17:56:05Z","Schema Designer","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/19104","0","0","May 2025 Release"
"19103","Tenant no longer available when editing connection","croblesm","CLOSED","2025-04-09T03:25:03Z","2025-09-23T03:09:52Z","Connection",,"0","https://github.com/microsoft/vscode-mssql/issues/19103","2","1","November 2025 Release"
"19100","Key icon is missing for foreign keys","croblesm","CLOSED","2025-04-09T01:14:14Z","2025-07-11T17:31:08Z","Schema Designer","Bug","1","https://github.com/microsoft/vscode-mssql/issues/19100","0","0","July 2025 Release"
"19099","Filters do not show underlying table relationships","croblesm","CLOSED","2025-04-09T01:08:57Z","2025-07-11T17:30:54Z","Schema Designer",,"1","https://github.com/microsoft/vscode-mssql/issues/19099","3","0","July 2025 Release"
"19098","Cannot properly display result of the query if there is long running SQL script in another tab,","mmichtch","CLOSED","2025-04-08T20:49:55Z","2025-04-24T16:23:08Z","Query Editor",,"0","https://github.com/microsoft/vscode-mssql/issues/19098","1","-1",
"19096","Feature request: Option to ignore parameters in error checking","philipnye","CLOSED","2025-04-08T09:50:13Z","2025-10-01T01:40:50Z","Query Editor","Feature Request","1","https://github.com/microsoft/vscode-mssql/issues/19096","3","-1","Backlog"
"19095","DacFx script requires SQLCMD mode, causing confusion for users","croblesm","CLOSED","2025-04-08T06:26:03Z","2025-09-26T22:04:32Z","Schema Designer","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/19095","1","3","Backlog"
"19094","New objects not placed at end of script or clearly marked in generated SQL","croblesm","CLOSED","2025-04-08T06:04:56Z","2025-09-26T22:41:31Z","Schema Designer","Feature Request","0","https://github.com/microsoft/vscode-mssql/issues/19094","1","2","Backlog"
"19093","Schema Designer cannot be found in all Database nodes","yoleichen","CLOSED","2025-04-07T18:34:01Z","2025-04-11T00:23:46Z","Schema Designer",,"0","https://github.com/microsoft/vscode-mssql/issues/19093","1","0","April 2025 Release"
